BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	32.6685
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.4463
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.4997
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	12.0220
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	29.9924
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.6303
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.7283
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	11.6834
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	28.2253
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.4887
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.5112
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	23.7706
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.6578
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	22.1350
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.8043
DSP Corporate Bond Fund - Direct - Growth	16.6458
DSP Corporate Bond Fund - Direct - IDCW	11.7711
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.5858
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.41
DSP Corporate Bond Fund - Regular - Growth	16.3459
DSP Corporate Bond Fund - Regular - IDCW	11.7305
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.562
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.7578
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	110.7064
Franklin India Corporate Debt Fund - Growth	102.0263
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	17.4170
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.5952
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	14.8735
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	17.2411
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.8110
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	12.6102
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.3648
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.1352
HDFC Corporate Bond Fund - Growth Option	33.288
HDFC Corporate Bond Fund - Growth Option - Direct Plan	34.0449
HDFC Corporate Bond Fund - IDCW Option	20.1515
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.8603
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.5782
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.4771
HSBC Corporate Bond Fund - Direct Annual IDCW	12.3028
HSBC Corporate Bond Fund - Direct Growth	79.9802
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5115
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.1051
HSBC Corporate Bond Fund - Regular Annual IDCW	12.0283
HSBC Corporate Bond Fund - Regular Growth	75.0207
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.0999
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	16.7963
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.4969
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	32.0644
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2333
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.5721
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.5875
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.3878
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.2548
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	2009.9
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1286.4499
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3493.4681
Invesco India Corporate Bond Fund - Direct Plan - Growth	3492.3532
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1258.1376
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1174.0827
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3418.7006
Invesco India Corporate Bond Fund - Growth	3254.3935
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1865.31
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1168.371
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	4043.0042
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1075.6066
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3867.5638
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1259.9036
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	13.3183
Mirae Asset Corporate Bond Fund Direct IDCW	13.3153
Mirae Asset Corporate Bond Fund Regular Growth	13.0494
Mirae Asset Corporate Bond Fund Regular IDCW	13.0494
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	20.4744
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.7997
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.2602
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.1047
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	46.1313
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	64.6138
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	43.9162
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	61.4906
